ts_score,source,url_hash,accommodation_id,ville_label,code_postal,code_dept,in_scope_encadrement,surface_m2,loyer_eur_total,eur_per_m2,dpe_letter,ges_letter,meuble,commune_slug,plafond_applied_eur_m2,encadrement_violation,encadrement_excess_eur_m2,encadrement_excess_pct,dpe_violation,violation_type,violation_score,score_version
2026-06-30T05:52:49+00:00,locservice,b5c7b5de7c706228,101102,Nantes (44000),44000,44,false,50,940,18.8,D,D,false,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,04658e88e182d6d6,101170,Nantes (44000),44000,44,false,27,505,18.7,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,0996c8246d4e3678,101302,Lille (59000),59000,59,true,20,490,24.5,E,D,true,lille,23.4,presumed,1.1,4.7,future_E_2034,encadrement,1,0.2.0
2026-06-30T05:52:49+00:00,locservice,6f0d415c7e683766,101826,Villeneuve-Tolosane (31270),31270,31,false,26,570,21.92,A,A,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,c58a8e164e57f41b,105108,Nantes (44000),44000,44,false,28,525,18.75,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,18bdda37071fb5dc,106509,Aix-en-Provence (13080),13080,13,false,35,650,18.57,C,C,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,4932fd4eba71a98e,106807,Lyon 03 (69003),69003,69,true,25,695,27.8,C,A,false,lyon,20.2,clear,7.6,37.6,none,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,c68873890025c016,107237,Pessac (33600),33600,33,false,22,535,24.32,E,C,false,,,none,,,future_E_2034,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,512089adbdc0429a,120486,Paris 17 (75017),75017,75,true,30,1254,41.8,E,B,true,paris,40.0,presumed,1.8,4.5,future_E_2034,encadrement,1,0.2.0
2026-06-30T05:52:49+00:00,locservice,53d7d3db0ea118d9,130600,Toulouse (31000),31000,31,false,24,495,20.62,D,D,false,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,5255960ec2d502b8,134368,Lille (59000),59000,59,true,14,400,28.57,E,D,true,lille,23.4,clear,5.17,22.1,future_E_2034,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,8c98fb0e799928dc,144388,Villeneuve-Tolosane (31270),31270,31,false,20,550,27.5,A,B,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,ac06beede73a312b,146334,Lyon 04 (69004),69004,69,true,28,720,25.71,D,B,true,lyon,20.2,clear,5.51,27.3,none,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,986d6876a6b6f454,146432,Lyon 03 (69003),69003,69,true,35,645,18.43,D,C,false,lyon,20.2,none,0.0,0.0,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,fd2a3c410b2a1cef,147304,Lyon 05 (69005),69005,69,true,31,695,22.42,D,D,true,lyon,20.2,clear,2.22,11.0,none,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,5c24e8d5c8f54d89,152690,Villeurbanne (69100),69100,69,true,19,590,31.05,D,A,true,villeurbanne,19.8,clear,11.25,56.8,none,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,af0b713eb9208c24,154046,Nantes (44000),44000,44,false,39,630,16.15,D,B,false,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,c04335a5c5557c32,156713,Paris 11 (75011),75011,75,true,50,2400,48.0,E,B,true,paris,40.0,clear,8.0,20.0,future_E_2034,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,1af7fbac2db77703,1607035,Paris 15 (75015),75015,75,true,23,1117,48.57,D,D,true,paris,40.0,clear,8.57,21.4,none,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,99dcd4c90c332bbb,160978,Aix-en-Provence (13080),13080,13,false,17,530,31.18,C,A,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,d3c8628a725cadc6,1619084,Toulouse (31000),31000,31,false,20,660,33.0,D,B,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,fa516b080d0f6cbc,162224,Toulouse (31000),31000,31,false,30,670,22.33,C,B,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,a59c00a5e12ae14e,1626911,Villeurbanne (69100),69100,69,true,17,590,34.71,C,C,true,villeurbanne,19.8,clear,14.91,75.3,none,encadrement,2,0.2.0
2026-06-30T05:52:49+00:00,locservice,03eb344af535e5a7,1629401,Marseille 05 (13005),13005,13,false,31,870,28.06,D,B,true,,,none,,,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,e0c0c7d608af7360,165346,Villeurbanne (69100),69100,69,true,50,947,18.94,C,C,false,villeurbanne,19.8,none,0.0,0.0,none,none,0,0.2.0
2026-06-30T05:52:49+00:00,locservice,9ca55d6c0ab85bf5,1665628,Paris 13 (75013),75013,75,true,36,1400,38.89,E,B,true,paris,40.0,none,0.0,0.0,future_E_2034,none,0,0.2.0
